NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s),DSP Usage,Simulated Ncycles,Simulated Execution Time (s)
24,20,4,8,82.07070707070707,0.0058103134537257,11,45540.0,22572,264,0.47688667286402436,12.825,4.768866728640243,4.7332e-06,240,300,2e-06
28,14,4,8,82.57575757575758,0.0059738271856864,13,47164.0,23348,364,0.476918048860201,9.62142857142857,4.76918048860201,4.8956e-06,240,396,2.64e-06
28,16,4,8,81.81818181818183,0.0054831824226097,14,54376.0,26936,392,0.4795613160518445,10.307142857142857,4.795613160518445,5.616799999999999e-06,240,427,2.846666666666667e-06
28,18,4,8,82.57575757575758,0.0050389224085349,15,62100.0,30780,420,0.48175045389094096,10.992857142857144,4.817504538909409,6.389200000000001e-06,240,458,3.0533333333333335e-06
28,20,4,8,82.32323232323232,0.0057429501331742,10,43960.0,21800,280,0.4764819024304948,11.678571428571429,4.764819024304948,4.5752e-06,240,315,2.1e-06
32,14,4,8,82.07070707070707,0.0058318977444194,13,50492.0,25012,416,0.4783872695279627,9.01875,4.783872695279626,5.228400000000001e-06,240,448,2.9866666666666667e-06
32,16,4,8,82.07070707070707,0.0053211589817409,14,57960.0,28728,448,0.48078725398313027,9.61875,4.807872539831303,5.9752e-06,240,483,3.22e-06
32,18,4,8,82.57575757575758,0.005606956375211,11,48356.0,23980,352,0.4781845736619606,10.21875,4.781845736619606,5.0148e-06,240,386,2.5733333333333334e-06
32,20,4,8,81.81818181818183,0.0058462653126424,9,41868.0,20772,288,0.47576729271644524,10.81875,4.757672927164452,4.366e-06,240,322,2.1466666666666667e-06
32,22,2,8,81.56565656565657,0.0058280209855146,12,46800.0,23088,384,0.47513994073098453,9.01875,4.751399407309846,4.8592e-06,200,423,2.82e-06
32,24,2,8,81.56565656565657,0.0056984842173483,12,49872.0,24624,384,0.4766181480334469,9.61875,4.766181480334469,5.1664e-06,200,425,2.8333333333333335e-06
40,22,2,8,81.81818181818183,0.0052273135869933,13,54028.0,26676,520,0.477893228233608,7.695,4.77893228233608,5.582e-06,200,560,3.7333333333333333e-06
40,24,2,8,82.07070707070707,0.0042801273413759,18,79416.0,39240,720,0.4832036252585952,8.175,4.832036252585953,8.120799999999999e-06,200,767,5.113333333333333e-06
